"chr" "pos" "strand" "Name" "Islands_Name" "Relation_to_Island" "UCSC_RefGene_Name" "UCSC_RefGene_Accession" "UCSC_RefGene_Group" "Regulatory_Feature_Name" "Regulatory_Feature_Group" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"cg27495903" "chr10" 21463009 "+" "cg27495903" "chr10:21462128-21463808" "Island" "NEBL;NEBL" "NM_213569;NM_213569" "5'UTR;1stExon" "10:21462938-21463109" "Unclassified_Cell_type_specific" -0.84657066084416 -7.34005384340468 -3.57749472944893 0.000370181771424851 0.00859841483909479 -0.135809233412123
"cg11118396" "chr8" 142427930 "-" "cg11118396" "chr8:142427854-142428351" "Island" "" "" "" "" "" -1.18711137484102 -7.96241770230158 -3.57198250513279 0.000377923019701925 0.00872150933063149 -0.154485853051716
"cg25987185" "chr17" 18129087 "-" "cg25987185" "chr17:18128577-18128821" "S_Shore" "LLGL1" "NM_004140" "Body" "17:18128564-18129423" "Promoter_Associated" -1.29642177468158 -10.423007313155 -3.56976406689687 0.000381081130281892 0.00877484094437518 -0.161994572721696
"cg14412733" "chr9" 116172785 "+" "cg14412733" "chr9:116172303-116173090" "Island" "POLE3;C9orf43;POLE3" "NR_027261;NM_152786;NM_017443" "Body;TSS1500;5'UTR" "9:116172101-116173614" "Promoter_Associated" -1.18088310305093 -8.09723823971127 -3.56505183335061 0.000387871533886073 0.00889265030155038 -0.177929090326498
"cg26535835" "chr2" 197036297 "-" "cg26535835" "chr2:197035589-197036383" "Island" "STK17B;STK17B" "NM_004226;NM_004226" "5'UTR;1stExon" "2:197036017-197037068" "Promoter_Associated" -1.28967464994695 -10.0884789989283 -3.56420616035187 0.000389102090586278 0.00891395756379986 -0.180786604181843
"cg04910403" "chr20" 24973309 "+" "cg04910403" "chr20:24972665-24973700" "Island" "C20orf3" "NM_020531" "1stExon" "20:24972664-24974113" "Promoter_Associated" -1.31576346237961 -10.1515652442477 -3.55876747246678 0.000397103817123288 0.0090562095915975 -0.199148216171834
"cg10200477" "chr1" 87801011 "-" "cg10200477" "chr1:87800835-87801252" "Island" "LMO4" "NM_006769" "Body" "1:87799869-87802023" "Promoter_Associated" -0.999778226343732 -7.63078070754693 -3.55744153576446 0.000399077840214677 0.0090842280392082 -0.203620626613962
"cg27100806" "chr3" 180630217 "-" "cg27100806" "chr3:180630152-180630996" "Island" "FXR1;FXR1;FXR1" "NM_005087;NM_001013438;NM_001013439" "TSS1500;TSS1500;TSS1500" "3:180629624-180631037" "Promoter_Associated" -1.21186507750468 -7.69809787379715 -3.55161666076654 0.000407859099764808 0.0092152625358737 -0.22324900855455
"cg06144080" "chr20" 33735161 "+" "cg06144080" "chr20:33734567-33735280" "Island" "EDEM2;EDEM2;EDEM2" "NR_026728;NM_018217;NM_001145025" "TSS200;TSS200;TSS200" "20:33733826-33735652" "Promoter_Associated" 1.01150573720094 -7.65152014524416 3.5387191329667 0.000427950327459819 0.00953095802125399 -0.266600097084926
"cg08229907" "chr17" 4269973 "+" "cg08229907" "chr17:4268625-4270155" "Island" "UBE2G1" "NM_003342" "TSS200" "17:4269758-4270400" "Promoter_Associated" -1.29576917205972 -10.5283141054263 -3.53552785508751 0.000433062542180769 0.00960146095298505 -0.277303125628286
"cg01394819" "chr1" 53527665 "-" "cg01394819" "chr1:53527572-53528974" "Island" "PODN" "NM_153703" "TSS1500" "1:53527608-53528343" "Unclassified_Cell_type_specific" -1.37990991175199 -9.77186335841271 -3.52322031672967 0.000453318299798076 0.00992888571709235 -0.318493376547436
"cg07037057" "chr17" 35969138 "+" "cg07037057" "chr17:35968980-35969757" "Island" "SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG;SYNRG" "NM_001163547;NM_001163545;NM_001163546;NM_198882;NM_007247;NM_001163544;NM_080550" "Body;Body;Body;Body;Body;Body;Body" "17:35969104-35970192" "Promoter_Associated" -1.09375098149291 -7.00069636258128 -3.51889125031826 0.000460651286084782 0.0100422513583798 -0.332948734377027
"cg15629719" "chr13" 80914158 "+" "cg15629719" "chr13:80914013-80915574" "Island" "SPRY2" "NM_005842" "5'UTR" "13:80912775-80914428" "Promoter_Associated" -1.46651131833439 -10.551284816922 -3.51858215806045 0.000461179075749008 0.0100500557509238 -0.333980180744483
"cg08015652" "chr11" 64014541 "+" "cg08015652" "chr11:64013772-64015341" "Island" "PPP1R14B" "NM_138689" "TSS200" "11:64014172-64015261" "Promoter_Associated" -1.42887794656662 -9.92605447663088 -3.51632451826669 0.000465051284133319 0.0101110402323981 -0.34151131363233
"cg05175333" "chr18" 18692284 "+" "cg05175333" "chr18:18690940-18692059" "S_Shore" "ROCK1" "NM_005406" "TSS1500" "18:18691550-18692479" "Promoter_Associated" -1.32665847185503 -10.2506401065456 -3.51618146253008 0.000465297668510091 0.0101142741139915 -0.341988368035582
"cg01442903" "chr1" 55181833 "-" "cg01442903" "chr1:55181345-55181853" "Island" "TTC4" "NM_004623" "Body" "1:55180665-55181973" "Promoter_Associated" -1.23741697580921 -8.00779139249782 -3.5126928895022 0.000471343934384485 0.0102150952219494 -0.3536160724228
"cg21721454" "chr19" 2328713 "-" "cg21721454" "chr19:2328364-2329089" "Island" "SPPL2B;SPPL2B;LSM7" "NM_152988;NM_001077238;NM_016199" "1stExon;1stExon;TSS200" "19:2328209-2330090" "Promoter_Associated" -0.949035129877466 -8.46237286753337 -3.50955380550604 0.000476847180820891 0.0103058537880686 -0.364069380394676
"cg12979120" "chr19" 46105504 "+" "cg12979120" "chr19:46105259-46105467" "S_Shore" "GPR4" "NM_005282" "TSS200" "" "" -1.05284523326104 -6.85953752509579 -3.4991134018635 0.000495585747163874 0.0105901737868886 -0.39877156260824
"cg19471591" "chr19" 50194252 "-" "cg19471591" "chr19:50193020-50194798" "Island" "CPT1C;CPT1C" "NM_152359;NM_001136052" "TSS200;TSS200" "19:50192245-50194371" "Promoter_Associated" -1.36240135223987 -9.26804714782191 -3.49576658470629 0.000501736826976966 0.0106799961331542 -0.409874708979433
"cg05251676" "chr5" 38258884 "-" "cg05251676" "chr5:38257825-38259136" "Island" "EGFLAM" "NM_152403" "1stExon" "" "" -1.18083426148849 -9.85279952801116 -3.49327297524489 0.000506366096301331 0.0107476178190912 -0.418140650490535
"cg02871208" "chr6" 52535754 "-" "cg02871208" "chr6:52535714-52535988" "Island" "TMEM14A" "NM_014051" "TSS200" "6:52535433-52536492" "Promoter_Associated" -1.1628994566133 -9.99999948094709 -3.49254478027604 0.000507725465110542 0.0107678109593448 -0.420553433435082
"cg09761352" "chr19" 6464275 "-" "cg09761352" "chr19:6463991-6464780" "Island" "CRB3;CRB3;CRB3;CRB3" "NM_139161;NM_139161;NM_174881;NM_174881" "5'UTR;1stExon;1stExon;5'UTR" "19:6463928-6465410" "Unclassified_Cell_type_specific" -1.08909036713148 -8.38586240893019 -3.49196350058827 0.000508813023609952 0.0107785687668788 -0.422479082443773
"cg17398066" "chr5" 93447329 "+" "cg17398066" "chr5:93446953-93447436" "Island" "FAM172A;FAM172A;FAM172A;FAM172A;FAM172A;FAM172A;FAM172A" "NR_028080;NM_001163418;NM_001163417;NM_032042;NM_032042;NM_001163417;NM_001163418" "Body;5'UTR;5'UTR;1stExon;5'UTR;1stExon;1stExon" "5:93446657-93447838" "Promoter_Associated" -1.14418990523929 -9.46279494387056 -3.49017640975693 0.000512170267341203 0.0108303074093234 -0.428397374806351
"cg18352306" "chr12" 51664642 "-" "cg18352306" "chr12:51663404-51664411" "S_Shore" "SMAGP;SMAGP" "NM_001033873;NM_001031628" "TSS1500;TSS1500" "12:51663000-51664982" "Promoter_Associated" -1.28285752320562 -7.7833314850358 -3.48968416521079 0.000513098630208631 0.0108399803564263 -0.430027022795188
"cg26538736" "chr20" 61904050 "-" "cg26538736" "chr20:61903907-61904701" "Island" "ARFGAP1;ARFGAP1" "NM_018209;NM_175609" "TSS200;TSS200" "20:61902967-61904680" "Promoter_Associated" -1.19987952522946 -10.4333999635732 -3.48947437758341 0.000513494762763192 0.0108455842147098 -0.430721488157565
"cg10526556" "chr10" 13391149 "+" "cg10526556" "" "OpenSea" "SEPHS1" "NM_012247" "TSS1500" "" "" -1.09630395219287 -9.10732242674031 -3.48364015704646 0.000524626375329075 0.011009979231587 -0.450018509616989
"cg08641750" "chr1" 38158129 "-" "cg08641750" "chr1:38157295-38158586" "Island" "CDCA8" "NM_018101" "TSS200" "1:38157743-38158604" "Promoter_Associated" -0.70124605213287 -5.76400836789764 -3.48353995525369 0.000524819512810701 0.0110112438323575 -0.450349660500965
"cg23493510" "chr17" 48049275 "-" "cg23493510" "chr17:48048953-48050616" "Island" "DLX4;DLX4" "NM_138281;NM_001934" "Body;TSS1500" "" "" -1.37116276928356 -11.0018699531161 -3.47894985125996 0.00053373839628674 0.0111471616169915 -0.465509358458294
"cg14290287" "chr12" 104680923 "-" "cg14290287" "chr12:104680737-104681096" "Island" "TXNRD1;TXNRD1;TXNRD1;TXNRD1;TXNRD1;TXNRD1;TXNRD1" "NM_003330;NM_182742;NM_182729;NM_182743;NM_001093771;NM_003330;NM_182742" "1stExon;1stExon;5'UTR;5'UTR;Body;5'UTR;5'UTR" "12:104680334-104681380" "Promoter_Associated" -1.10751723112169 -7.59188446270345 -3.47569116084735 0.000540155939077264 0.0112379829628772 -0.47626009208325
"cg18744802" "chr19" 9945810 "-" "cg18744802" "chr19:9945505-9946389" "Island" "PIN1" "NM_006221" "TSS200" "19:9945308-9946515" "Promoter_Associated" -1.0844038621946 -7.1183595586487 -3.47563879311839 0.000540259655842402 0.011239278153453 -0.476432778834783
"cg00696803" "chr17" 43394474 "+" "cg00696803" "chr17:43393891-43394938" "Island" "MAP3K14" "NM_003954" "TSS200" "17:43393419-43395322" "Promoter_Associated" -0.879332000333038 -7.46101155260918 -3.47537628118506 0.000540779853420518 0.011247574871105 -0.477298394947073
"cg00665492" "chr3" 164914575 "+" "cg00665492" "" "OpenSea" "SLITRK3" "NM_014926" "TSS200" "" "" -1.29796804412234 -8.50923189572396 -3.47039129817248 0.000550747360676459 0.0113936891447553 -0.493724069424099
"cg18124616" "chr1" 62902687 "+" "cg18124616" "chr1:62901651-62903667" "Island" "USP1;USP1;USP1;USP1" "NM_003368;NM_001017416;NM_003368;NM_001017415" "5'UTR;5'UTR;1stExon;5'UTR" "1:62901893-62902751" "Promoter_Associated" -0.904293468795156 -6.18133486284459 -3.4693735012721 0.000552803420866104 0.0114259277053208 -0.497074942698621
"cg04050020" "chr6" 4776995 "+" "cg04050020" "chr6:4775131-4777550" "Island" "CDYL;CDYL;CDYL" "NM_004824;NM_004824;NR_026590" "1stExon;5'UTR;Body" "" "" -1.29953589140194 -10.922593692164 -3.46677759615469 0.000558079917067266 0.0115011651966293 -0.505617093083661
"cg05600340" "chr12" 120524786 "+" "cg05600340" "chr12:120524686-120525099" "Island" "CCDC64" "NM_207311" "Body" "12:120524251-120525606" "Promoter_Associated" -0.863741755457967 -7.64451599761529 -3.45502741084664 0.000582556846386486 0.0118727263076169 -0.544205295006037
"cg00691999" "chr4" 55094011 "-" "cg00691999" "chr4:55094321-55094593" "N_Shore" "PDGFRA" "NM_006206" "TSS1500" "4:55093545-55094994" "Unclassified" -1.07228305233371 -7.77019154415683 -3.45483969951387 0.000582955876333601 0.0118785215456344 -0.544820721401174
"cg09523472" "chr8" 117887256 "-" "cg09523472" "chr8:117886284-117887319" "Island" "RAD21" "NM_006265" "TSS200" "8:117885899-117887599" "Promoter_Associated" -1.45785140885079 -10.0656028171665 -3.45199526453507 0.000589033766158183 0.0119553310195757 -0.554142471896631
"cg26238031" "chr19" 11999148 "-" "cg26238031" "chr19:11998804-11999131" "S_Shore" "ZNF69" "NM_021915" "Body" "" "" -1.45573914237407 -10.871244531881 -3.45105824787776 0.000591048860057247 0.0119857660336602 -0.557211628047503
"cg07015190" "chr6" 167276275 "+" "cg07015190" "chr6:167275720-167276626" "Island" "RPS6KA2" "NM_001006932" "TSS1500" "6:167275414-167276735" "Unclassified_Cell_type_specific" -1.29460794718623 -10.056419678229 -3.44418839264343 0.000606020349842993 0.0121980174842072 -0.579688942297221
"cg15806313" "chr20" 48330624 "+" "cg15806313" "chr20:48329645-48330682" "Island" "B4GALT5" "NM_004776" "TSS1500" "20:48329490-48331055" "Promoter_Associated" -0.704401467278299 -6.69428514496463 -3.44048219837033 0.000614243402426244 0.0123221318707017 -0.591797177185155
"cg12619398" "chr8" 38089444 "-" "cg12619398" "chr8:38088735-38089956" "Island" "DDHD2;DDHD2;DDHD2" "NM_015214;NM_001164234;NM_001164232" "5'UTR;5'UTR;TSS200" "8:38089045-38089695" "Promoter_Associated" -0.996924620349967 -8.03858801107389 -3.43843504257 0.000618829982162467 0.0123787806208334 -0.598479888141094
"cg11220641" "chr12" 112037386 "-" "cg11220641" "chr12:112035612-112037558" "Island" "ATXN2;ATXN2" "NM_002973;NM_002973" "5'UTR;1stExon" "12:112037330-112037971" "Promoter_Associated" -1.49921142845589 -10.9492063533989 -3.43661378193426 0.000622937274028614 0.0124279405604824 -0.604421958423329
"cg05102288" "chr16" 30968551 "+" "cg05102288" "chr16:30968425-30969815" "Island" "SETD1A" "NM_014712" "TSS200" "16:30967943-30969125" "Promoter_Associated" -0.867758614205892 -6.55026609781507 -3.42964916275304 0.000638879409290877 0.0126552001859596 -0.627116755419396
"cg11754995" "chr8" 90914634 "+" "cg11754995" "chr8:90914197-90915340" "Island" "OSGIN2;OSGIN2" "NM_001126111;NM_004337" "TSS200;5'UTR" "8:90913649-90915531" "Promoter_Associated" -0.785719532615814 -7.27946324501282 -3.42809006559644 0.000642499923997497 0.0127074763000456 -0.632191108467828
"cg08517286" "chr8" 105601047 "+" "cg08517286" "chr8:105600453-105601704" "Island" "LRP12;LRP12" "NM_001135703;NM_013437" "1stExon;1stExon" "8:105600885-105602151" "Promoter_Associated" -1.0675318337216 -9.0852050216531 -3.4259436417553 0.000647515614077732 0.0127685219212775 -0.639173369556179
"cg21731345" "chr19" 7554201 "+" "cg21731345" "chr19:7553699-7554033" "S_Shore" "PEX11G" "NM_080662" "TSS1500" "19:7553573-7554728" "Promoter_Associated" -1.69521451406545 -9.36204592129254 -3.42378185561543 0.000652604067955024 0.0128411170293968 -0.646201330841817
"cg07688416" "chr11" 117714850 "+" "cg07688416" "" "OpenSea" "FXYD6;FXYD6;FXYD6;FXYD6;FXYD6" "NM_001164831;NM_022003;NM_001164837;NM_001164836;NM_001164832" "5'UTR;5'UTR;5'UTR;5'UTR;5'UTR" "11:117714040-117715095" "Unclassified" -1.54658446047139 -8.48406471056412 -3.42352161393867 0.000653219136590834 0.0128489481827331 -0.647047086678526
"cg13795465" "chr2" 31457061 "-" "cg13795465" "chr2:31456740-31457653" "Island" "EHD3;EHD3" "NM_014600;NM_014600" "1stExon;5'UTR" "2:31456238-31457775" "Promoter_Associated" -1.26620752428263 -11.2381571430627 -3.42335936780801 0.000653602870824635 0.0128540553577645 -0.647574336689972
"cg16739865" "chr12" 3186281 "-" "cg16739865" "chr12:3186011-3186968" "Island" "TSPAN9;TSPAN9" "NM_001168320;NM_006675" "TSS1500;TSS1500" "" "" -1.01936351407172 -8.21998645462004 -3.41905955075065 0.000663849404679782 0.0129959874515503 -0.661538615825037
"cg16149030" "chr15" 75661354 "-" "cg16149030" "chr15:75660388-75661060" "S_Shore" "MAN2C1" "NM_006715" "TSS1500" "15:75659673-75661681" "Promoter_Associated" -0.62710706209552 -5.93842430005502 -3.41839512676197 0.000665446024536858 0.0130154335939332 -0.663694915506603
"cg09763175" "chr1" 57110722 "+" "cg09763175" "chr1:57110663-57111337" "Island" "PRKAA2" "NM_006252" "TSS1500" "" "" -1.44240080314279 -9.83539881582501 -3.41511657435095 0.000673376948267896 0.0131319914857706 -0.674329088839988
"cg25219082" "chr3" 32612324 "-" "cg25219082" "chr3:32611700-32612763" "Island" "DYNC1LI1;DYNC1LI1" "NM_016141;NM_016141" "1stExon;5'UTR" "3:32611073-32612904" "Promoter_Associated" -1.35258698549969 -10.5936135751874 -3.41501275922873 0.000673629512865716 0.0131362986282389 -0.674665658012177
"cg21965843" "chr2" 33824371 "+" "cg21965843" "chr2:33824310-33824857" "Island" "FAM98A" "NM_015475" "TSS200" "2:33823548-33825203" "Promoter_Associated" -1.19337303654096 -8.70676385705208 -3.41403352860389 0.000676016160953376 0.0131690885003424 -0.677839842109794
"cg17377467" "chr10" 134974192 "+" "cg17377467" "chr10:134973510-134974311" "Island" "KNDC1" "NM_152643" "Body" "10:134973240-134974816" "Unclassified_Cell_type_specific" -1.02224805107285 -8.13140569786895 -3.41373317416037 0.00067674978256389 0.01317853868774 -0.678813267111338
"cg17109461" "chr6" 31940352 "-" "cg17109461" "chr6:31939730-31940559" "Island" "STK19;STK19;DOM3Z;STK19" "NM_004197;NM_032454;NM_005510;NR_026717" "Body;Body;TSS1500;Body" "6:31939216-31940908" "Promoter_Associated" -1.22421088061218 -10.3879154341326 -3.41350627445311 0.000677304481235935 0.0131868614080132 -0.679548576213767
"cg04732910" "chr12" 69201696 "-" "cg04732910" "chr12:69201622-69202663" "Island" "MDM2;MDM2;MDM2;MDM2;MDM2;MDM2;MDM2;MDM2" "NM_001145340;NM_006878;NM_006881;NM_002392;NM_006882;NM_006879;NM_001145339;NM_001145337" "TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500" "12:69201381-69202867" "Promoter_Associated" -1.06075741998561 -7.93556245525914 -3.40773790122465 0.000691549404091847 0.0133855806430714 -0.698226148639714
"cg18627182" "chr2" 38763533 "+" "cg18627182" "chr2:38763114-38763564" "Island" "" "" "" "2:38762441-38763940" "Promoter_Associated" -1.20456502294173 -8.53207876649665 -3.40634196320233 0.000695038340333991 0.0134305251686225 -0.702741503644227
"cg01341976" "chr15" 56657623 "-" "cg01341976" "chr15:56657477-56657883" "Island" "TEX9" "NM_198524" "TSS200" "15:56657386-56658151" "Promoter_Associated" -1.27026868939945 -10.8829631717272 -3.40275200696862 0.0007040863262243 0.0135604611073999 -0.71434549766569
"cg04489846" "chr17" 79980949 "+" "cg04489846" "chr17:79980199-79981548" "Island" "LRRC45;STRA13" "NM_144999;NM_144998" "TSS1500;TSS200" "17:79980172-79981991" "Promoter_Associated" -1.2106968239713 -8.546147909762 -3.40226216086227 0.000705329384798116 0.013577566931427 -0.715927934099362
"cg03320005" "chr20" 62886973 "+" "cg03320005" "chr20:62886688-62887463" "Island" "PCMTD2;PCMTD2" "NM_018257;NM_001104925" "TSS200;TSS200" "20:62886864-62887180" "Promoter_Associated" -1.46614169424384 -8.6928510444133 -3.40179826829564 0.000706508466094638 0.0135900544235093 -0.717426325100065
"cg02658657" "chr17" 8339255 "-" "cg02658657" "chr17:8339002-8339960" "Island" "NDEL1;NDEL1;NDEL1;NDEL1" "NM_030808;NM_001025579;NM_030808;NM_001025579" "1stExon;1stExon;5'UTR;5'UTR" "17:8338784-8339423" "Promoter_Associated" -1.20435726710689 -9.50867358728116 -3.39875136249761 0.000714298555074588 0.01369856344456 -0.727263037738262
"cg05671585" "chr4" 186064123 "+" "cg05671585" "chr4:186064047-186064614" "Island" "SLC25A4" "NM_001151" "TSS1500" "4:186063596-186065384" "Promoter_Associated" -0.571919789336675 -6.43413581410032 -3.3982367666658 0.000715622100789234 0.013711887342134 -0.728923531261241
"cg17510133" "chr11" 17298268 "-" "cg17510133" "chr11:17297779-17298694" "Island" "NUCB2" "NM_005013" "TSS200" "11:17297415-17299304" "Promoter_Associated" -0.736236646203264 -7.51855856761153 -3.39556195491609 0.000722538600121393 0.0138061052298514 -0.737550674136899
"cg10900048" "chr4" 73935377 "+" "cg10900048" "chr4:73934944-73935650" "Island" "COX18;COX18" "NM_173827;NM_173827" "5'UTR;1stExon" "4:73934289-73936148" "Unclassified" -0.935746014484128 -8.98392091224829 -3.39532768141886 0.000723147336650034 0.0138139144968289 -0.738305969849589
"cg17888390" "chr10" 101282816 "-" "cg17888390" "chr10:101282725-101282934" "Island" "" "" "" "" "" 0.612036398961005 -6.29120307290304 3.3927005661709 0.000730006410457537 0.0139173486534618 -0.746772314460611
"cg07031916" "chr1" 222886071 "+" "cg07031916" "chr1:222885326-222886230" "Island" "C1orf58;AIDA;C1orf58" "NM_144695;NM_022831;NM_144695" "5'UTR;TSS1500;1stExon" "" "" -1.27797663705848 -11.79144946671 -3.39011973304452 0.00073680357485282 0.0140076184077954 -0.75508333410094
"cg13594244" "chr19" 40561788 "+" "cg13594244" "chr19:40561820-40562150" "N_Shore" "ZNF780B" "NM_001005851" "5'UTR" "19:40561581-40562596" "Promoter_Associated" -1.49812723344672 -9.10272960697817 -3.38942435819996 0.000738645038420135 0.0140286484928537 -0.75732159336236
"cg22831533" "chr15" 76031080 "+" "cg22831533" "chr15:76030564-76031664" "Island" "DNM1P35" "NR_024595" "Body" "15:76030510-76031808" "Promoter_Associated" -1.19020537362561 -9.37135029634621 -3.38843492145655 0.000741272609455335 0.0140641864682415 -0.760505607801965
"cg25006254" "chr5" 138775137 "+" "cg25006254" "" "OpenSea" "DNAJC18;DNAJC18" "NM_152686;NM_152686" "5'UTR;1stExon" "5:138774216-138775564" "Promoter_Associated" -1.10097110470174 -8.59286083087718 -3.38673446783958 0.000745808705565049 0.0141215901288096 -0.765975578694908
